Genes	HSC	MPP	LMPP	CLP	GMP-A	GMP-B	GMP-C	CMP	MEP	NK	CD4	CD8	B	pDC	Mono	Ery
ICOSLG	385	493	242	471	298	754	406	118	78	14	224	38	1756	2516	700	0
AIRE	5	1	1	68	8	0	0	0	0	2	30	12	20	6	2	0
C21orf2	315	546	207	276	145	167	1896	361	337	161	409	279	297	760	186	10
ZNF66	786	1142	590	2321	280	263	353	1109	895	537	673	520	663	821	75	169
LRRC3	40	33	62	14	18	8	406	84	59	31	6	1	23	53	43	1
ITGB2	2325	3929	4686	118	2061	3799	12243	6924	2294	27033	11767	9638	2667	6770	116516	15
FAM207A	41	116	77	0	45	36	190	120	221	27	19	10	8	35	78	6
RALGDS	1103	1346	635	65	406	492	824	1385	1208	1383	1506	740	291	3086	1020	154
FTCD	1	3	3	0	0	0	0	2	0	1	0	4	0	0	0	0
SPATC1L	52	145	72	2	40	68	0	211	159	20	23	28	13	3	37	0
LSS	406	619	214	13	23	25	40	710	611	462	348	323	121	147	273	27
VAV2	88	93	87	5	4	21	55	231	366	55	33	12	1296	312	1025	1
MCM3AP	2614	3009	1843	883	431	574	1384	3739	5085	2543	2404	1813	2248	1540	3412	565
C21orf58	122	225	74	158	78	97	240	208	210	6	62	47	32	183	3	229
PCNT	5177	6184	3266	1867	2162	2914	5607	5567	7103	4058	3272	3031	2361	10290	4055	2992
DIP2A	3124	3274	1614	831	746	866	968	2709	2417	10344	4476	4852	1348	2386	2870	110
S100B	61	154	145	0	84	58	373	82	11	7464	175	5046	7	1915	77	0
PRMT2	2248	2794	1596	585	562	825	1744	2448	2310	5495	7185	6032	1292	2205	2756	91
CLDND2	9	24	7	2	35	0	3	10	11	17	6	1	10	64	2	5
ZNF208	261	435	70	139	27	40	39	238	75	66	200	64	275	18	5	4
ADAMTS13	48	3	3	2	0	4	0	34	15	2	22	35	24	53	4	0
CACFD1	127	285	51	12	2	0	0	147	43	125	65	116	384	60	505	2
SLC2A6	93	171	71	0	0	0	0	225	2	80	23	65	238	613	1925	0
FCN2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	149	0
C9orf116	1	6	22	1	0	0	35	41	60	1	3	3	5	7	5	0
LCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF714	2472	3201	2191	2790	925	726	1452	5367	6716	1300	1595	1303	1283	1802	867	455
GPSM1	166	320	202	30	42	42	66	285	178	6	7	10	1	1	10	0
C19orf47	177	367	192	58	145	207	282	422	467	105	223	109	115	342	457	35
HIPK4	2	6	1	0	0	0	0	1	2	0	2	3	0	0	9	0
C9orf117	84	101	40	9	0	1	1	89	140	40	56	56	131	1	45	2
TOR2A	393	559	375	10	354	353	470	1789	1210	301	215	146	47	203	1761	17
ST6GALNAC6	671	831	266	168	68	207	362	831	1072	1139	658	681	445	564	812	220
SHKBP1	1401	1754	980	242	1225	1550	2622	2532	2136	1317	1037	638	1308	1662	7723	44
RDH13	199	314	38	18	26	30	333	253	594	229	224	141	90	67	186	5
ZER1	3424	4944	1876	386	1210	963	2167	4717	4717	1532	2625	1680	1298	1635	2488	1762
ZDHHC12	244	475	350	55	450	381	556	605	620	326	244	143	134	739	782	56
PKN3	216	309	148	15	29	243	1312	397	458	29	55	35	25	253	33	2
SPTBN4	5	0	2	0	0	0	0	1	3	0	4	2	1	0	0	1
BRSK1	15	36	20	0	7	8	0	11	1	21	4	15	9	1	9	0
COX6B2	1	1	4	0	0	0	0	0	2	0	1	1	1	0	13	2
TMEM190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP4	0	0	0	0	0	0	0	0	0	0	0	0	89	2	0	0
PPAPDC3	59	132	35	1	0	4	357	143	78	3	1	0	1	5	47	4
TAOK1	25120	28272	16019	15829	4632	5408	9211	33303	21945	22148	24091	19832	20892	11097	51062	6436
MED27	715	705	457	470	139	148	106	935	991	726	926	691	1027	279	712	382
DEDD2	1848	1789	563	258	294	685	1685	1268	1951	1586	2851	1799	987	1837	4916	620
SIK3	9762	12668	4104	2102	1608	2191	4227	8658	6853	4839	5729	4694	8266	2168	13997	2378
MPZL3	413	259	325	111	5	21	67	204	87	662	1077	864	78	16	1000	24
AMICA1	6126	2831	2124	370	53	439	4507	255	68	1826	6933	6440	556	11083	45811	15
NEK8	93	105	29	4	15	0	0	130	117	24	87	66	378	212	78	0
TLCD1	38	113	95	15	7	1	41	149	140	22	70	50	64	15	25	39
PCSK7	1864	2077	1114	830	421	524	535	2140	2171	6740	8900	5435	5039	1752	3898	837
SAFB	5717	6842	5389	4979	4261	3894	7890	8789	11211	6003	7673	5572	5575	6795	6987	3060
CD3G	2	6	25	3	0	0	0	1	10	5096	89708	69563	52	0	14	21
S100A1	6	8	4	2	3	0	1	5	4	0	5	3	1	0	0	0
CHTOP	6233	7912	4715	8869	739	733	1459	7978	8850	7639	9640	8013	7936	3576	6902	4385
CXCR5	1	3	1	0	0	0	0	0	0	28	81	31	736	0	2	0
ZBTB7B	155	244	40	0	189	160	426	311	312	326	449	146	560	229	2960	5
FLAD1	748	709	398	52	94	160	1317	918	1604	388	559	380	589	146	679	41
SHC1	2671	3526	1086	544	1277	1325	3483	3338	3279	1606	2332	1547	1159	1715	4117	449
VPS11	3280	3512	2636	1493	1067	1695	3566	4702	6349	2975	3666	2526	1792	2173	7136	853
NLRX1	435	854	528	148	241	515	611	1080	1190	254	180	119	26	461	902	15
ADAR	25308	32809	16617	14566	7938	9038	11786	33450	32440	23842	31648	23561	19516	12390	36644	3503
IL6R	3197	4325	4433	0	1400	3277	5026	2320	306	225	8335	2325	691	3324	16964	2
UBE2Q1	5825	6131	4283	3469	2705	2244	4692	8631	8121	5630	6459	4562	4176	5052	8896	605
CHRNB2	15	17	57	16	9	11	0	38	51	20	118	43	83	12	116	2
CRTC2	2441	3065	1066	666	1874	1830	4046	2275	2360	2952	5142	3399	3363	1579	5749	409
ANO10	1197	905	633	171	308	598	641	1549	1325	320	518	417	178	268	1810	393
FDPS	976	1355	1246	712	103	178	585	2136	2461	1059	1088	830	672	643	1174	603
RUSC1	707	977	924	225	418	659	432	1802	1581	488	559	448	144	463	936	229
FAM189B	1137	1433	887	132	940	1968	2047	1341	1647	203	474	315	124	1075	828	3
PAQR6	171	93	112	34	86	35	3	44	46	52	44	17	18	145	54	3
PMF1	1566	1993	859	264	525	1212	1627	2043	2204	775	999	723	847	1427	1836	76
SLC25A44	3357	3797	3737	2630	808	1730	2835	5375	4533	4366	2844	2468	1694	1777	9348	2229
LMNA	940	737	139	1	397	206	1487	617	2521	49	78	53	37	1175	695	136
CCR5	0	0	22	0	0	9	75	5	0	590	971	3719	11	2264	1231	2
NBEAL2	1137	1791	962	82	701	1870	3287	1740	1628	1605	1446	604	382	1340	7342	4
CCDC12	693	1042	684	137	711	470	1724	1451	1653	726	756	463	591	1150	1628	59
PTH1R	0	1	0	1	0	0	1	0	0	0	2	0	1	12	0	0
UBQLN4	987	1155	481	427	393	344	266	1284	1952	468	533	478	491	354	630	20
MYL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R35	114	162	66	9	15	96	3	120	183	47	93	40	67	144	61	5
GPATCH4	3179	3106	3271	1175	5709	3834	7265	5106	7165	1952	3153	2868	2095	1424	1298	293
LRRC71	14	8	8	0	2	0	0	8	8	0	10	0	0	3	11	0
GATS	49	103	80	214	6	6	5	231	148	336	200	182	128	27	70	22
FCRL3	1	0	1	9	0	0	0	1	5	16498	2179	5917	27019	0	31	10
AZGP1	0	0	0	0	0	0	0	18	26	0	0	0	0	0	0	0
FGFR4	12	34	0	2	0	8	0	1	7	5	8	3	2	6	1	1
CYP3A4	12	31	3	1	0	0	0	7	0	9	36	45	12	1	1	4
CYP3A7	47	25	13	18	0	0	0	27	17	73	80	74	65	5	13	4
NACC1	432	1034	814	37	723	1845	3568	1228	1514	459	404	309	153	2125	1258	11
CYP11B1	1	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0
HK3	0	3	0	0	0	0	0	0	1	5	0	0	0	0	2748	0
LY6K	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IER2	384	741	618	253	594	348	669	840	354	1485	885	519	351	1483	3004	15
ZNF394	4229	5077	1625	1311	506	416	1103	3965	3342	4276	6770	5375	3917	1432	5006	786
CPSF4	643	652	407	230	371	413	590	1225	1323	368	568	326	448	1003	560	192
LY6E	750	1239	445	8	704	738	5039	1135	1102	677	974	976	900	105	1420	0
VPS28	2086	2854	1523	232	423	1102	2615	3827	3848	1089	1961	1198	661	1172	4353	141
TONSL	163	272	355	24	365	329	986	534	812	55	45	27	8	293	38	12
PTGER1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MUM1	404	759	329	33	39	159	264	602	601	284	202	233	230	185	189	61
RECQL4	24	77	91	13	182	249	1683	221	262	8	20	13	3	762	10	6
LRRC14	212	550	186	36	65	179	69	423	529	89	315	157	195	126	215	18
ZNF333	1039	1337	523	1145	78	26	498	997	915	1209	868	560	541	270	1716	118
PPP1R16A	22	27	67	0	11	139	25	32	59	22	10	9	16	37	12	0
FOXH1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORAI2	1870	3195	1215	164	284	345	1344	4291	3293	817	583	466	2717	1266	1694	3
ALKBH4	64	76	82	23	0	28	0	85	225	46	70	33	67	22	87	7
CCDC105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH2B2	4	7	5	0	13	1	0	14	4	0	2	4	26	8	95	0
C5orf45	408	489	87	110	32	16	218	242	269	208	557	358	431	157	619	118
SQSTM1	1110	1610	368	75	95	124	175	1200	1417	825	1260	902	792	216	3229	162
MGAT4B	306	783	251	56	69	236	482	1144	1728	220	352	189	334	303	811	123
RPL8	42852	64245	17324	2522	9702	10221	16260	59950	72586	6338	72141	42763	33849	10024	26919	1899
MAML1	2672	3227	1738	1524	638	840	3291	3497	3599	2994	3085	1922	1701	846	3856	444
PGLYRP2	8	9	1	0	60	0	0	4	0	0	2	0	0	0	10	0
LRWD1	69	145	55	7	32	15	0	159	278	99	104	68	68	122	162	5
FBXL13	194	152	185	260	15	62	1	153	240	76	174	185	135	15	82	27
NAPEPLD	1360	1379	960	771	115	144	279	1525	2000	1534	1719	1412	1340	272	886	2697
SCGB3A1	2	0	1	0	19	0	0	2	8	0	20	18	0	0	0	0
PSMC2	7487	8844	4868	5113	2339	2145	4433	10463	13515	5378	7539	4981	3294	4815	7235	6426
CELF5	4	10	1	0	0	0	0	0	1	0	8	2	3	0	2	0
MFSD12	178	245	345	46	804	263	349	314	299	120	246	173	62	1144	557	28
AC008132.13	1	1	0	0	2	0	0	5	1	0	3	0	2	1	2	0
USP41	5	4	23	930	42	42	69	40	1	0	1	2	9	0	8	0
YDJC	161	464	298	26	374	328	1754	486	561	117	218	83	66	67	237	3
CCDC116	2	1	2	1	1	0	0	0	2	3	4	0	1	17	0	0
DVL3	4727	5347	3838	4947	2996	3356	6424	8102	7404	4775	2372	1645	2311	5736	8273	1943
AP2M1	8696	11002	5681	1409	2876	4159	6670	13795	16569	3222	6880	3573	2255	6437	13751	3701
ABCF3	753	1170	526	202	161	150	842	912	1607	828	1437	1093	932	384	2085	89
PCYT1A	3302	3763	2538	1543	751	885	1260	5741	5499	5213	2811	2063	1762	1659	7493	1168
FBXO27	7	5	8	0	0	0	1	15	31	1	3	1	1	0	1	0
DMKN	86	30	8	0	0	0	0	0	1	75	7	33	1	0	0	0
U2AF1L4	417	480	258	135	200	95	1320	409	354	403	1542	1012	630	507	625	129
BDH1	735	1314	941	313	2775	2637	4988	1429	1500	572	1566	1074	685	1911	170	91
NPHS1	0	1	0	1	0	0	0	0	1	2	0	1	0	0	1	0
THAP8	64	63	54	7	9	124	4	75	138	41	21	16	9	11	38	0
COX7A1	33	42	6	12	1	1	0	7	13	32	20	15	76	20	78	6
ZNF382	900	756	631	690	132	192	222	1058	1121	219	1266	941	908	212	84	102
DUSP14	415	510	396	232	83	125	336	688	479	329	371	309	51	88	22	6
LRRC56	24	93	8	0	0	48	0	27	34	3	9	3	92	1	1	0
PLXDC1	14	41	12	118	0	1	0	13	7	1395	1588	1414	5	209	9	44
PGAP3	446	662	243	20	149	153	1536	606	842	583	296	273	113	161	397	11
IKZF3	0	1	1	110	0	0	0	41	29	17747	12306	13758	19095	0	2	9
GRIN2C	21	26	32	1	13	9	150	102	34	62	107	22	12	22	183	1
FDXR	38	40	77	8	32	109	430	84	99	38	57	28	18	200	49	8
SAP30BP	1346	2004	858	672	472	500	572	1747	2161	1646	1976	1333	1882	2377	2672	532
ACOX1	5895	7053	3777	3007	912	1122	3028	8389	6297	2809	2834	2437	1497	2336	10286	526
PRPSAP1	2771	2957	2380	3174	216	283	604	3305	2604	2543	2562	1896	1106	1910	2528	901
CYGB	2	21	6	206	86	405	1	1	4	3	1	23	28	12	0	0
SRSF2	11545	15578	15711	22321	6589	6550	13052	29885	34481	11740	12092	9793	6893	25877	13413	10945
ZNF577	1148	1275	766	603	274	123	222	1141	1274	588	1119	957	1152	427	322	107
TMEM143	185	228	96	56	137	154	562	259	356	67	343	215	128	187	191	29
CCL5	228	29	80	15	62	39	0	160	22	55639	3160	42925	97	0	134	45
LYZL6	0	0	0	0	0	0	0	0	0	19	5	2	0	0	0	0
CCL16	0	0	0	0	0	0	0	0	0	27	0	2	0	0	1	0
CCL15-CCL14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D3G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLHL10	30	56	20	28	0	0	0	107	19	73	69	69	25	1	22	11
CCDC155	3	7	4	0	0	0	0	0	0	0	0	0	2	0	0	0
HCRT	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
ALDH16A1	203	352	342	39	252	468	1058	606	753	119	118	97	150	989	426	39
DCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ITGA5	4144	5436	2767	1622	1128	1928	2063	4448	2568	2453	2481	1252	66	536	10807	0
SIGLEC11	1	0	0	1	0	0	0	2	2	0	0	0	5	1	39	0
ZNF385A	495	790	162	21	48	256	2033	1029	2281	90	17	17	695	313	11796	0
MPP3	66	54	14	0	0	6	0	6	2	0	0	0	0	0	9	0
CD300LG	8	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
IZUMO2	9	1	0	0	0	0	0	2	0	0	3	1	0	1	0	0
NAGS	8	5	0	0	0	0	0	0	0	36	5	3	13	2	59	0
LSM12	965	1314	869	1576	373	502	1183	1913	2120	1247	1381	920	824	841	1383	813
ASB16	2	11	0	0	10	0	0	1	4	3	0	0	2	0	0	1
EMC10	828	1292	595	49	1104	2071	2481	1307	1162	479	681	477	637	1366	1778	2
JOSD2	15	65	19	1	7	13	126	23	71	43	18	18	6	112	137	1
SHANK1	5	19	70	4	110	183	1079	37	17	0	0	50	2	2254	2	0
FAM171A2	82	138	11	0	48	22	3	55	28	1	0	2	0	29	4	0
DBF4B	184	420	311	160	320	671	1435	994	999	46	165	77	105	454	123	66
PLCD3	30	48	31	3	3	0	1	25	29	34	36	35	82	123	168	0
FMNL3	5224	5707	2428	2307	259	492	1767	3694	1408	9256	8246	5949	7350	12471	1303	817
AQP5	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
RACGAP1	2130	2086	4657	15711	1051	1654	5047	6515	7813	2050	1563	1276	722	6721	1111	12149
OR7G1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LARP4	4592	5574	5005	6497	1015	956	2383	6332	8569	4496	4785	3819	4445	2025	3470	8766
GRASP	1667	1123	50	35	596	1387	2700	119	13	277	437	326	1575	13713	817	0
RAVER1	172	460	145	30	204	181	589	319	304	128	70	63	130	345	251	8
KRT84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYCE2	14	37	26	54	34	2	0	92	93	18	33	12	11	45	8	16
SPC24	92	87	250	943	607	419	2206	383	483	25	16	13	8	1150	16	1328
IP6K3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LEMD2	633	811	288	336	25	42	189	450	421	704	1275	959	1181	249	1107	116
ALOX15	0	9	0	0	0	0	0	745	79	8	4	0	0	27	16	0
TREML1	3	54	3	1	0	0	0	87	20	6	63	7	42	0	41	5
ZNF653	48	46	20	2	37	8	0	53	49	19	38	17	22	14	41	2
MED11	97	120	123	37	8	77	184	126	177	269	263	166	94	96	453	31
CXCL16	80	24	16	19	12	172	113	4	14	73	130	128	484	22	10788	0
SCIMP	11	3	4	26	1	0	87	9	7	645	12	23	4534	14	13778	4
RNASEK-C17orf49	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL6B	82	95	19	303	0	0	0	139	16	17	8	9	29	0	1	0
ASGR2	0	1	2	0	0	3	11	5	1	11	0	0	0	5	2721	0
TNFSF13	26	63	10	26	3	76	46	37	44	4	3	1	16	175	311	1
SENP3	2418	1746	1471	600	463	492	934	2431	3573	899	1417	1077	910	2071	824	297
FGF11	75	86	6	27	0	9	0	68	68	29	52	21	24	14	9	0
EIF4A1	11655	17652	12926	6316	3863	4223	8506	22393	21599	7373	8059	6540	5356	9087	20116	2664
RPL26	13729	16688	8848	7163	3643	3115	5228	20069	17070	4833	14839	10481	9380	5457	7024	1271
CCDC42	178	112	54	0	18	1	0	44	92	7	3	2	61	10	4	0
POLR3K	532	1019	973	904	384	406	839	1494	1725	939	650	481	806	669	499	430
SNRNP25	823	1250	1374	856	401	590	1399	2189	2295	404	574	320	803	2120	831	1020
C16orf11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR90	61	63	120	11	55	48	24	185	331	11	12	20	4	314	54	14
JMJD8	194	351	129	17	129	213	540	646	491	85	187	174	244	151	363	7
CCDC78	8	8	14	0	9	0	0	4	33	6	8	7	5	1	7	0
MSLNL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSTR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPSB3	3	5	1	0	0	0	0	3	1	9	5	2	0	0	5	0
MEIOB	9	9	7	4	0	0	0	17	60	12	3	8	0	1	6	12
HS3ST6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf59	25	21	83	12	64	21	12	110	184	3	5	1	0	177	10	1
CCNF	475	539	431	540	65	774	3521	1051	1480	283	206	88	155	2407	200	1033
TBC1D24	1736	2538	1328	2465	409	290	757	2989	4562	774	763	994	695	259	1172	1106
AMDHD2	18	24	15	0	0	9	0	21	45	17	36	14	82	54	37	0
NTN3	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
CCDC64B	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0
PAQR4	38	80	49	7	6	22	51	183	163	1	6	6	0	12	90	6
FLYWCH2	78	107	69	6	17	42	70	137	218	57	41	53	23	23	86	0
ZG16B	34	52	60	0	4	32	0	81	34	0	0	0	0	0	60	0
ZNF75A	1900	1637	822	2105	289	281	468	1743	1591	2259	3033	2424	2312	1032	766	209
ADCY9	424	631	357	64	279	478	1653	488	375	1254	529	545	455	986	2537	0
SHANK2	543	1086	1	26	0	0	0	410	55	0	1	0	15	0	1	1
CLPB	1016	1658	1131	310	1356	763	1176	2875	2631	387	859	708	616	864	3128	291
NEU3	1288	1734	890	1529	241	299	662	1970	2648	520	603	457	566	306	966	40
CYB561A3	670	1083	384	140	91	64	183	888	1236	386	822	621	1759	2664	1716	103
PPP1R32	2	19	7	2	0	0	0	12	12	13	16	11	9	29	42	0
ASRGL1	202	220	302	63	127	102	542	1456	689	27	30	16	0	248	639	8
GNG3	1	9	7	3	0	0	6	7	18	5	20	12	10	24	30	5
UBXN1	2795	4530	1365	408	759	655	2585	2655	2579	1278	4557	2662	4245	2381	4329	214
C11orf48	398	612	670	561	79	67	278	860	1074	1116	905	792	779	311	644	419
TTC9C	694	869	715	768	206	387	206	1024	805	668	710	447	441	164	706	269
TAF6L	23	182	44	58	33	56	8	88	214	19	49	75	17	30	102	15
NXF1	8818	10691	5381	4723	4247	4016	9113	11623	11169	6579	11728	7823	7607	9326	21269	2431
STX5	718	1229	468	406	477	317	378	1861	1105	665	639	434	923	562	1340	138
SLC25A45	262	428	161	40	109	33	1209	444	486	242	675	450	336	414	422	25
RPL29	14410	23977	6039	2289	4049	4462	8397	21393	21086	2922	15046	11344	8401	2155	7957	842
ITIH3	91	99	10	129	7	0	0	45	17	7	35	30	8	1	54	0
DCP1A	10442	12522	5750	6679	2208	1777	3732	11914	12757	6585	11779	8455	7780	4420	7188	2692
SYVN1	2261	3031	1743	4448	1153	1031	4797	3669	2717	2208	1846	1081	5744	2796	2968	602
ZFPL1	87	181	41	6	30	61	84	159	121	34	62	43	58	28	71	8
RPS6KA4	140	204	204	40	76	222	567	240	133	162	139	52	24	1303	949	9
LRP5	818	1024	623	22	1130	803	467	1225	1964	46	33	13	26	296	18	6
TPCN2	516	690	446	75	425	455	1013	920	2504	330	403	348	631	515	2965	42
FGF19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CYP4A22	5	8	8	0	0	1	0	5	6	3	0	0	0	0	0	5
PDZK1IP1	126	318	8	1	0	0	0	29	55	0	0	0	0	0	0	868
TAL1	8896	13523	2538	25	336	754	16	21085	37562	13	9	9	13	10	36	70333
CMPK1	4095	5404	2661	4801	276	335	660	4830	5297	5470	9791	7043	4533	1010	3801	3730
BEND5	822	945	553	424	604	201	1169	732	557	83	218	191	896	675	12	0
ELAVL4	495	39	297	3	2	5	24	3	0	1	1	1	1	7	1	0
COA7	995	845	801	623	100	130	231	1255	2317	328	358	328	567	31	734	50
ZYG11B	3665	4215	2383	4623	856	653	1804	4806	5615	2487	6753	4074	4061	886	7192	1045
SLC1A7	0	0	0	0	0	0	0	0	0	118	0	2	0	0	1	0
C1orf123	5232	6253	4058	3115	2821	2853	4700	7746	7152	3371	4618	3189	2234	3653	4471	850
MAGOH	393	599	244	761	387	922	1463	509	580	561	537	478	528	458	488	239
ACOT11	552	427	326	7	30	38	139	508	61	2	8	3	2	39	65	0
FAM151A	12	24	18	0	0	0	0	22	9	0	1	0	0	0	5	0
PARS2	118	166	225	58	1	4	0	175	266	104	95	72	45	1	72	18
C1orf177	1	2	1	0	0	0	0	9	0	202	5	10	0	0	1	0
BSND	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
USP24	22638	25744	13752	15499	3279	3787	7429	29482	49130	33540	25065	20423	31692	9814	17619	25120
PPAP2B	111	285	82	1	26	4	0	56	43	2	0	0	70	0	43	4
NOL9	3692	3936	2934	4043	1008	1132	1157	5933	6408	2787	6362	3823	3149	1583	2260	1440
PRKAA2	215	161	1	1	0	0	0	2	0	0	0	2	0	0	0	0
KLHL21	467	880	364	60	201	289	1269	838	1625	513	1028	672	262	1950	1505	179
ZSWIM5	388	320	109	37	28	18	210	332	244	255	539	392	208	72	69	434
GMEB1	3348	4396	2308	2468	1455	1136	2819	5852	4734	4129	3462	2768	2595	4963	4085	1830
SLC45A1	4	27	1	0	0	0	0	1	0	5	5	3	0	0	2	0
SEPN1	6137	7346	3040	556	4932	6023	7928	10477	8893	721	3664	1395	497	782	8015	10
AK4	2142	2747	1595	60	786	1029	2626	3806	7126	3	7	4	3	469	337	0
JAK1	28824	32951	12156	30603	2706	3078	8606	28705	27252	126972	73561	56259	47793	14055	40698	2819
RAVER2	4995	5163	3592	2688	616	612	1575	6025	5682	1677	1588	1276	1734	1278	643	290
CTRC	13	0	4	2	0	2	0	2	2	34	0	11	1	15	29	0
LZIC	4064	4164	2734	2879	872	1054	1961	4909	4781	2844	4134	3089	1849	2412	4054	1549
RBP7	1	20	0	4	0	0	0	8	18	7	10	12	0	0	8363	1
KNCN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7
FBLIM1	3	2	0	8	0	2	0	5	0	0	2	0	9	0	7	0
TMEM82	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SLC25A34	22	19	8	2	23	6	92	16	73	2	30	11	14	26	51	0
AKR7A3	10	14	12	3	0	0	2	9	9	30	13	4	3	5	9	1
DRAXIN	12	6	2	130	52	4	0	8	5	590	1	15	2	1	13	0
PDPN	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LRRC38	0	1	58	6	0	0	0	1	0	3	0	0	1	37	0	0
DHRS3	2	121	242	7	53	327	442	1188	3025	2283	1967	901	2	299	27	103
MATN1	109	103	11	4	40	0	0	27	12	4	47	17	101	1	2	0
LAPTM5	43717	56762	24409	84910	14894	17392	42944	65591	46782	37577	98005	64042	135459	32789	236942	145
SDC3	1	1	2	10	0	2	1	4	76	5	10	3	2	0	779	0
PEF1	2040	2132	969	432	186	236	534	2453	2896	937	1585	1141	1105	623	1660	251
SYNC	1	0	0	1	0	0	0	0	1	0	4	2	1	0	0	1
RBBP4	10559	12426	10724	12427	2572	2997	6111	19593	19702	10270	9150	7550	6631	10095	9082	10371
KIAA1522	1103	1009	409	12	269	163	456	729	935	45	30	23	5	224	331	44
TSSK3	80	20	8	39	0	0	3	10	16	40	58	22	71	0	32	30
TMCO4	555	499	230	210	58	54	43	385	600	308	555	298	701	95	456	1
UBXN10	60	18	18	0	1	0	0	43	3563	313	95	130	31	0	120	322
CAMK2N1	0	0	0	0	0	0	0	0	0	362	659	795	56	0	0	4
ALPL	1	0	1	1	0	1	0	14	2	14	0	0	47	0	2	2
WNT4	102	102	98	73	0	0	0	92	48	212	310	233	181	52	116	57
TTLL10	21	24	5	0	37	0	17	34	100	7	1	0	2	1	1	0
SCNN1D	0	4	14	0	4	0	0	1	13	0	12	1	0	3	7	0
MXRA8	2	0	2	0	0	0	4	8	1	1	27	101	0	0	2	0
C1orf86	135	353	83	8	42	168	242	207	175	110	146	139	68	151	96	6
MEGF6	219	296	264	17	121	79	6	248	143	4	145	51	112	29	45	0
CCDC27	17	8	4	1	0	0	0	6	36	0	8	2	8	0	0	2
IL23R	1	2	2	0	0	0	0	3	6	41	80	200	1	0	0	0
DIRAS3	41	56	17	0	0	0	0	4	0	1	1	0	0	0	5	0
C1orf87	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0
NFIA	15723	15657	1834	1416	318	651	723	9622	48202	1009	2564	3059	206	97	2869	29565
OMA1	1937	2455	1288	1215	230	114	165	2818	3653	2954	4046	3292	2773	437	1709	344
MYSM1	8655	9057	4683	8112	650	682	1655	7989	9669	12493	15877	12892	11615	1686	8440	2965
TM2D1	830	1317	553	1158	95	91	112	890	878	996	1072	893	1004	194	995	477
USP1	3292	3764	5270	8256	638	939	1544	6787	9003	3947	4347	2999	3944	2590	2465	5804
FUBP1	16599	20018	12310	18078	7242	6858	13768	26968	28194	14771	20189	16400	14917	17457	13009	6202
NEXN	205	461	218	434	39	56	92	296	319	251	261	166	250	84	599	15
DNAJB4	860	929	408	503	55	19	49	569	881	688	756	664	371	394	435	3923
ELTD1	6	4	26	1	0	0	0	0	0	0	0	0	6	0	11	0
LRRIQ3	50	28	6	48	2	4	2	83	98	60	159	119	99	16	2	5
LRRC53	9	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TYW3	5946	6025	4714	3600	804	688	1226	6800	6461	2463	2806	2877	1988	1414	3122	340
LHX8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX7	112	52	39	1	6	76	40	22	0	0	0	1	0	78	6	0
B3GALT2	321	298	148	239	14	7	0	291	282	216	681	416	279	35	392	161
NTNG1	1	0	2	154	0	56	0	1	0	2	0	1	176	0	0	0
FAM102B	5530	6267	2557	4470	725	1113	1849	9761	5864	4920	2330	2251	2386	1833	8646	375
HENMT1	1551	2856	2567	1622	446	443	629	4413	3433	3115	885	1263	404	710	626	263
