Variant1	Class1	PP1	Variant2	Class2	PP2	trait	distance	regionA	regionB
chr3:16898006-16898007	intergenic	0.1172	chr3:16894193-16894194	intergenic	0.1017	RBC_COUNT	3811	region26	region26
chr1:16366365-16366366	intergenic	0.441	chr1:16370178-16370179	promoter	0.4142	RBC_COUNT	3811	region8	region8
chr17:56386607-56386608	coding	1	chr17:56390423-56390424	intron	0.2011	MONO_COUNT	3814	region1005	region1005
chr5:10636422-10636423	accessible	0.1484	chr5:10640245-10640246	intron	0.136	EO_COUNT	3821	region63	region63
chr22:36766481-36766482	accessible	0.1279	chr22:36762634-36762635	promoter	0.147	MCV	3845	region204	region204
chr12:54698408-54698409	accessible	0.2577	chr12:54694560-54694561	promoter	0.315	RETIC_COUNT	3846	region96	region96
chr6:47609592-47609593	intergenic	0.192	chr6:47613448-47613449	intergenic	0.1025	PLT_COUNT	3854	region92	region92
chr1:47670911-47670912	intergenic	0.1541	chr1:47674769-47674770	intergenic	0.1415	MCV	3856	region3	region3
chr9:6180636-6180637	intergenic	0.4734	chr9:6176770-6176771	intergenic	0.4539	EO_COUNT	3864	region119	region119
chr9:13976285-13976286	accessible	0.2247	chr9:13980152-13980153	intergenic	0.2635	HCT	3865	region67	region67
chr9:13976285-13976286	accessible	0.6054	chr9:13980152-13980153	intergenic	0.1152	HGB	3865	region76	region76
chr9:136936376-136936377	intergenic	0.1441	chr9:136932506-136932507	promoter	0.1079	MCH	3868	region121	region121
chr6:16290848-16290849	coding	0.8713	chr6:16294722-16294723	intron	0.1437	MCH	3872	region64	region64
chr2:32075863-32075864	intergenic	0.2047	chr2:32071989-32071990	intergenic	0.1728	WBC_COUNT	3872	region16	region16
chr1:111736594-111736595	accessible	0.3186	chr1:111732711-111732712	intron	0.1419	MPV	3881	region10	region10
chr11:128593546-128593547	accessible	0.1075	chr11:128597444-128597445	intron	0.113	MONO_COUNT	3896	region141	region141
chr4:133957535-133957536	intergenic	0.9615	chr4:133953630-133953631	intergenic	0.9589	WBC_COUNT	3903	region49	region49
chr7:3051193-3051194	accessible	0.216	chr7:3055099-3055100	intron	0.2826	EO_COUNT	3904	region107	region107
chr5:61531217-61531218	accessible	0.1243	chr5:61535124-61535125	intergenic	0.2077	MPV	3905	region1004	region1004
chr12:39200374-39200375	intron	0.2441	chr12:39204282-39204283	intron	0.1848	LYMPH_COUNT	3906	region151	region151
chr1:171946082-171946083	intron	0.2404	chr1:171949999-171950000	intron	0.1749	PLT_COUNT	3915	region2	region2
chr6:24827912-24827913	accessible	0.1891	chr6:24823990-24823991	intron	0.1777	LYMPH_COUNT	3920	region1002	region1002
chr9:136925663-136925664	intron	0.1028	chr9:136929586-136929587	intron	0.1014	MCV	3921	region123	region123
chr1:236090155-236090156	intergenic	0.2203	chr1:236094087-236094088	intergenic	0.1034	NEUTRO_COUNT	3930	region5	region5
chr1:236090155-236090156	intergenic	0.2538	chr1:236094087-236094088	intergenic	0.1196	WBC_COUNT	3930	region3	region3
chr9:6197392-6197393	intergenic	0.5969	chr9:6193455-6193456	intergenic	0.4029	EO_COUNT	3935	region119	region119
chr12:40545410-40545411	accessible	0.5713	chr12:40541456-40541457	accessible	0.2507	LYMPH_COUNT	3952	region151	region151
chr6:29010803-29010804	intron	0.1219	chr6:29006844-29006845	intron	0.1009	EO_COUNT	3957	region86	region86
chr12:121450354-121450355	intron	0.1803	chr12:121454313-121454314	promoter	0.1168	MCH	3957	region139	region139
chr4:55402962-55402963	intergenic	0.1052	chr4:55406932-55406933	intergenic	0.1017	MCH	3968	region37	region37
chr3:160779932-160779933	intron	0.3031	chr3:160783902-160783903	intron	0.225	NEUTRO_COUNT	3968	region29	region29
chr3:160783902-160783903	intron	0.3088	chr3:160779932-160779933	intron	0.1806	WBC_COUNT	3968	region32	region32
chr1:36943916-36943917	intron	0.7148	chr1:36947888-36947889	promoter	0.3339	WBC_COUNT	3970	region4	region4
chr1:199000727-199000728	accessible	0.1322	chr1:199004709-199004710	intergenic	0.2229	LYMPH_COUNT	3980	region8	region8
chr2:111807677-111807678	accessible	0.4855	chr2:111811665-111811666	intron	0.438	MCH	3986	region16	region16
chr2:111807677-111807678	accessible	0.4567	chr2:111811665-111811666	intron	0.5326	MCV	3986	region18	region18
chr1:207275493-207275494	intergenic	0.1202	chr1:207279481-207279482	promoter	0.1034	MPV	3986	region13	region13
chr19:45372329-45372330	accessible	0.1433	chr19:45376317-45376318	intron	0.3585	MPV	3986	region225	region225
chr1:198564651-198564652	intergenic	0.1083	chr1:198568665-198568666	intergenic	0.1015	MEAN_RETIC_VOL	4012	region6	region6
chr12:57489709-57489710	coding	0.5361	chr12:57493727-57493728	intron	0.4272	EO_COUNT	4016	region141	region141
chr9:135864436-135864437	accessible	0.9193	chr9:135860412-135860413	accessible	0.1489	MCH	4022	region121	region121
chr9:135864436-135864437	accessible	0.8764	chr9:135860412-135860413	accessible	0.4827	MCV	4022	region123	region123
chr9:135860412-135860413	accessible	0.9851	chr9:135864436-135864437	accessible	0.3131	MEAN_RETIC_VOL	4022	region89	region89
chr15:75120211-75120212	intron	0.1519	chr15:75116184-75116185	promoter	0.1206	HCT	4025	region86	region86
chr15:75120211-75120212	intron	0.1861	chr15:75116184-75116185	promoter	0.1173	HGB	4025	region95	region95
chr3:195834303-195834304	accessible	0.1416	chr3:195830276-195830277	intergenic	0.1903	MCH	4025	region26	region26
chr19:18396677-18396678	intergenic	0.1218	chr19:18392643-18392644	promoter	0.1013	MONO_COUNT	4032	region193	region193
chr12:48728490-48728491	intergenic	0.1335	chr12:48732534-48732535	intergenic	0.1292	PLT_COUNT	4042	region167	region167
chr7:33058868-33058869	intron	0.2712	chr7:33054812-33054813	intron	0.1681	MEAN_RETIC_VOL	4054	region78	region78
chr5:77094985-77094986	intergenic	0.1075	chr5:77090927-77090928	intergenic	0.1027	MPV	4056	region65	region65
chr1:29356663-29356664	intron	0.3596	chr1:29352596-29352597	intron	0.2203	MEAN_RETIC_VOL	4065	region4	region4
chr1:29352596-29352597	intron	0.1835	chr1:29356663-29356664	intron	0.1035	RETIC_COUNT	4065	region10	region10
chr12:6447522-6447523	intron	0.1794	chr12:6451590-6451591	promoter	0.1609	LYMPH_COUNT	4066	region149	region149
chr3:16960181-16960182	accessible	0.5485	chr3:16964258-16964259	intron	0.1212	MCH	4075	region32	region32
chr3:16960181-16960182	accessible	0.1828	chr3:16964258-16964259	intron	0.2428	MCV	4075	region34	region34
chr7:100236202-100236203	intron	0.1991	chr7:100240296-100240297	promoter	0.4559	HCT	4092	region1004	region1004
chr7:100236202-100236203	intron	0.2234	chr7:100240296-100240297	promoter	0.2645	MCHC	4092	region39	region39
chr7:100236202-100236203	intron	0.2332	chr7:100240296-100240297	promoter	0.2226	MCV	4092	region104	region104
chr1:161182208-161182209	coding	0.1395	chr1:161186303-161186304	promoter	0.5891	MPV	4093	region8	region8
chr6:43747623-43747624	promoter	0.1431	chr6:43743507-43743508	promoter	0.1217	HGB	4114	region32	region32
chr6:45785581-45785582	accessible	0.5123	chr6:45789704-45789705	intergenic	0.1162	NEUTRO_COUNT	4121	region74	region74
chr22:50667565-50667566	intron	0.136	chr22:50663421-50663422	promoter	0.3134	PLT_COUNT	4142	region230	region230
chr2:227325087-227325088	intergenic	0.1776	chr2:227329240-227329241	intergenic	0.163	PLT_COUNT	4151	region29	region29
chr19:33754548-33754549	accessible	1	chr19:33750393-33750394	accessible	0.8942	MCH	4153	region179	region179
chr19:33754548-33754549	accessible	1	chr19:33750393-33750394	accessible	0.8061	MCV	4153	region187	region187
chr3:141541105-141541106	accessible	0.1011	chr3:141536947-141536948	intergenic	0.1172	MCV	4156	region31	region31
chr8:22453223-22453224	coding	0.6099	chr8:22457388-22457389	promoter	0.2035	WBC_COUNT	4163	region145	region145
chr2:111874060-111874061	intron	0.2323	chr2:111878227-111878228	promoter	0.1225	LYMPH_COUNT	4165	region15	region15
chr1:231558054-231558055	coding	0.4371	chr1:231562228-231562229	promoter	0.5629	HCT	4172	region1	region1
chr1:231558054-231558055	coding	0.4247	chr1:231562228-231562229	promoter	0.5753	HGB	4172	region1	region1
chr1:231558054-231558055	coding	0.369	chr1:231562228-231562229	promoter	0.631	RBC_COUNT	4172	region3	region3
chr20:2104811-2104812	intron	0.1834	chr20:2100628-2100629	intron	0.136	BASO_COUNT	4181	region51	region51
chr14:103781816-103781817	accessible	0.1373	chr14:103777606-103777607	intergenic	0.1462	EO_COUNT	4208	region153	region153
chr19:45751157-45751158	intergenic	0.2866	chr19:45755368-45755369	promoter	0.1014	PLT_COUNT	4209	region218	region218
chr5:35841449-35841450	intergenic	0.1419	chr5:35837234-35837235	intergenic	0.1267	EO_COUNT	4213	region53	region53
chr19:33751852-33751853	accessible	1	chr19:33756070-33756071	intergenic	0.3111	MONO_COUNT	4216	region192	region192
chr17:64228995-64228996	intergenic	0.1865	chr17:64224775-64224776	promoter	0.356	PLT_COUNT	4218	region210	region210
chr6:43764551-43764552	intergenic	0.3517	chr6:43760327-43760328	intergenic	0.2108	RETIC_COUNT	4222	region67	region67
chr2:112158777-112158778	intron	0.3659	chr2:112163022-112163023	intron	0.1637	RBC_COUNT	4243	region11	region11
chr8:30280833-30280834	accessible	0.1525	chr8:30285091-30285092	intron	0.1607	MCH	4256	region117	region117
chr8:30280833-30280834	accessible	0.1564	chr8:30285091-30285092	intron	0.1667	MCV	4256	region121	region121
chr22:29103598-29103599	intron	0.7001	chr22:29107858-29107859	intron	0.1507	LYMPH_COUNT	4258	region199	region199
chr5:158622532-158622533	intron	0.2559	chr5:158618265-158618266	intron	0.1201	MPV	4265	region67	region67
chr19:54320716-54320717	intron	0.1994	chr19:54324995-54324996	intron	0.1129	MONO_COUNT	4277	region190	region190
chr2:102969667-102969668	accessible	0.1423	chr2:102973950-102973951	intron	0.2586	EO_COUNT	4281	region14	region14
chr6:112138882-112138883	intron	0.9187	chr6:112143166-112143167	intron	0.3435	WBC_COUNT	4282	region117	region117
chr6:29493144-29493145	intergenic	0.3797	chr6:29488857-29488858	intergenic	0.1778	RETIC_COUNT	4285	region1002	region1002
chr9:135869255-135869256	accessible	0.101	chr9:135873560-135873561	intergenic	0.393	EO_COUNT	4303	region120	region120
chr11:83248347-83248348	intron	0.662	chr11:83252654-83252655	intron	0.1552	NEUTRO_COUNT	4305	region132	region132
chr11:83248347-83248348	intron	0.44	chr11:83252654-83252655	intron	0.1098	WBC_COUNT	4305	region178	region178
chr2:213902542-213902543	accessible	0.1092	chr2:213898232-213898233	intron	0.1324	EO_COUNT	4308	region16	region16
chr7:100235970-100235971	intron	0.2891	chr7:100240296-100240297	promoter	0.2578	RBC_COUNT	4324	region54	region54
chr7:75631913-75631914	accessible	0.1193	chr7:75636240-75636241	promoter	0.1351	EO_COUNT	4325	region109	region109
chr4:38132999-38133000	accessible	0.3124	chr4:38137353-38137354	intron	0.5286	LYMPH_COUNT	4352	region43	region43
chr6:135404112-135404113	intergenic	0.1184	chr6:135408472-135408473	intergenic	0.1134	RBC_COUNT	4358	region36	region36
chr8:23377161-23377162	intergenic	0.4379	chr8:23372787-23372788	intergenic	0.2939	MCH	4372	region110	region110
chr8:23377161-23377162	intergenic	0.6047	chr8:23372787-23372788	intergenic	0.2614	MCV	4372	region115	region115
chr10:72378489-72378490	accessible	0.3334	chr10:72382869-72382870	accessible	0.2516	LYMPH_COUNT	4378	region135	region135
chr17:72690829-72690830	coding	0.2441	chr17:72695211-72695212	intron	0.1493	WBC_COUNT	4380	region222	region222
chr20:55985136-55985137	accessible	0.1285	chr20:55980747-55980748	intron	0.2527	RETIC_COUNT	4387	region132	region132
chr1:247601886-247601887	accessible	0.144	chr1:247606276-247606277	intron	0.1245	NEUTRO_COUNT	4388	region6	region6
chr1:247601886-247601887	accessible	0.1513	chr1:247606276-247606277	intron	0.1031	WBC_COUNT	4388	region7	region7
chr6:44596121-44596122	intergenic	0.4142	chr6:44591721-44591722	intergenic	0.2402	MONO_COUNT	4398	region105	region105
chr6:26200720-26200721	promoter	0.2358	chr6:26196319-26196320	promoter	0.1663	HGB	4399	region47	region47
chr18:40693119-40693120	intron	0.1857	chr18:40697530-40697531	promoter	0.1323	LYMPH_COUNT	4409	region187	region187
chr20:55977759-55977760	accessible	0.3227	chr20:55973344-55973345	accessible	0.1141	RETIC_COUNT	4413	region132	region132
chr17:19937918-19937919	intron	0.2166	chr17:19942335-19942336	intron	0.1726	MCH	4415	region164	region164
chr17:19937918-19937919	intron	0.2252	chr17:19942335-19942336	intron	0.1697	MCV	4415	region172	region172
chr4:38688637-38688638	accessible	0.3887	chr4:38684201-38684202	intron	0.2374	LYMPH_COUNT	4434	region43	region43
chr12:9905690-9905691	coding	0.5896	chr12:9910132-9910133	intron	0.3719	LYMPH_COUNT	4440	region148	region148
chr5:76019044-76019045	intron	0.217	chr5:76023494-76023495	intron	0.2031	RETIC_COUNT	4448	region52	region52
chr2:227291415-227291416	accessible	0.1074	chr2:227286963-227286964	intergenic	0.113	LYMPH_COUNT	4450	region26	region26
chr17:73769540-73769541	accessible	0.2809	chr17:73765081-73765082	intergenic	0.1233	RETIC_COUNT	4457	region116	region116
chr11:83313069-83313070	intron	0.179	chr11:83308607-83308608	intron	0.1549	WBC_COUNT	4460	region178	region178
chr8:14497785-14497786	intron	0.8791	chr8:14502274-14502275	intron	0.2519	WBC_COUNT	4487	region152	region152
chr2:160690656-160690657	coding	0.7307	chr2:160686160-160686161	intron	0.1766	PLT_COUNT	4494	region28	region28
chr3:24341268-24341269	accessible	0.1121	chr3:24345776-24345777	intron	0.1246	MEAN_RETIC_VOL	4506	region30	region30
chr11:10669228-10669229	accessible	0.2933	chr11:10673739-10673740	coding	0.1522	MPV	4509	region143	region143
chr3:141150026-141150027	intron	0.3838	chr3:141154542-141154543	intron	0.2471	MCV	4514	region31	region31
chr6:33893513-33893514	intergenic	0.5067	chr6:33898029-33898030	intergenic	0.2911	PLT_COUNT	4514	region1006	region1006
chr17:57882674-57882675	accessible	0.1072	chr17:57878149-57878150	accessible	0.1047	MONO_COUNT	4523	region1005	region1005
chr14:101176769-101176770	intergenic	0.4144	chr14:101172229-101172230	intergenic	0.119	MCV	4538	region160	region160
chr1:23840570-23840571	accessible	0.2783	chr1:23845110-23845111	intron	0.1482	MEAN_RETIC_VOL	4538	region13	region13
chr14:101176769-101176770	intergenic	0.6052	chr14:101172229-101172230	intergenic	0.2109	PLT_COUNT	4538	region181	region181
chr21:36387806-36387807	accessible	0.1327	chr21:36392356-36392357	intron	0.1163	EO_COUNT	4548	region189	region189
chr6:135400565-135400566	intergenic	0.2308	chr6:135405122-135405123	intergenic	0.1617	PLT_COUNT	4555	region80	region80
chr3:113300183-113300184	accessible	0.1854	chr3:113304781-113304782	intron	0.1518	MPV	4596	region49	region49
chr11:65384727-65384728	coding	0.2006	chr11:65380124-65380125	promoter	0.6981	MCH	4601	region137	region137
chr10:71094504-71094505	accessible	0.7526	chr10:71099109-71099110	accessible	0.2463	MEAN_RETIC_VOL	4603	region97	region97
chr10:71094504-71094505	accessible	0.6524	chr10:71099109-71099110	accessible	0.3476	RBC_COUNT	4603	region71	region71
chr10:71094504-71094505	accessible	0.8191	chr10:71099109-71099110	accessible	0.1809	RETIC_COUNT	4603	region85	region85
chr12:39208889-39208890	intron	0.2371	chr12:39204282-39204283	intron	0.1848	LYMPH_COUNT	4605	region151	region151
chr13:28679426-28679427	intergenic	0.1023	chr13:28674797-28674798	promoter	0.1828	NEUTRO_COUNT	4627	region142	region142
chr13:28679426-28679427	intergenic	0.1521	chr13:28674797-28674798	promoter	0.752	WBC_COUNT	4627	region193	region193
chr19:38922043-38922044	intergenic	0.1617	chr19:38917412-38917413	promoter	0.1849	BASO_COUNT	4629	region49	region49
chr2:111601942-111601943	intron	0.13	chr2:111606591-111606592	intron	0.1073	LYMPH_COUNT	4647	region15	region15
chr16:86002593-86002594	intergenic	0.9716	chr16:86007252-86007253	intergenic	0.2208	MONO_COUNT	4657	region171	region171
chr3:66448307-66448308	accessible	0.128	chr3:66452973-66452974	promoter	0.1434	MCV	4664	region38	region38
chr8:41630447-41630448	accessible	0.9972	chr8:41635127-41635128	intron	0.1778	RETIC_COUNT	4678	region75	region75
chr4:7040389-7040390	intron	0.1821	chr4:7045070-7045071	promoter	0.1598	MONO_COUNT	4679	region37	region37
chr9:99095694-99095695	intron	0.2506	chr9:99091009-99091010	intron	0.1731	MPV	4683	region125	region125
chr17:81072675-81072676	accessible	0.1492	chr17:81077361-81077362	intergenic	0.1514	MONO_COUNT	4684	region175	region175
chr16:67250992-67250993	accessible	0.6527	chr16:67246297-67246298	promoter	0.135	MCH	4693	region162	region162
chr18:666625-666626	accessible	0.1066	chr18:661917-661918	intron	0.1152	MEAN_RETIC_VOL	4706	region145	region145
chr22:29780884-29780885	intron	0.1169	chr22:29785597-29785598	promoter	0.1359	MPV	4711	region243	region243
chr17:56409089-56409090	promoter	0.2976	chr17:56404349-56404350	promoter	0.2081	MONO_COUNT	4738	region1005	region1005
chr2:97236652-97236653	intergenic	0.1415	chr2:97231885-97231886	intergenic	0.1089	EO_COUNT	4765	region17	region17
chr1:205680414-205680415	accessible	0.1545	chr1:205685195-205685196	coding	0.1477	WBC_COUNT	4779	region8	region8
chr3:160788697-160788698	coding	0.9872	chr3:160783902-160783903	intron	0.2195	LYMPH_COUNT	4793	region35	region35
chr3:160788697-160788698	coding	0.9817	chr3:160783902-160783903	intron	0.3088	WBC_COUNT	4793	region32	region32
chr17:74383109-74383110	coding	0.1302	chr17:74378312-74378313	promoter	0.1007	RETIC_COUNT	4795	region116	region116
chr18:40678235-40678236	intron	0.9686	chr18:40673380-40673381	intron	0.4587	WBC_COUNT	4853	region225	region225
chr17:42446420-42446421	accessible	0.1153	chr17:42451281-42451282	intron	0.1318	MPV	4859	region203	region203
chr5:110401872-110401873	intergenic	0.9999	chr5:110406742-110406743	promoter	0.2351	EO_COUNT	4868	region51	region51
chr10:114186624-114186625	intron	0.1522	chr10:114191494-114191495	intron	0.1174	MPV	4868	region129	region129
chr3:160779029-160779030	intron	0.2277	chr3:160783902-160783903	intron	0.2195	LYMPH_COUNT	4871	region35	region35
chr3:160783902-160783903	intron	0.1323	chr3:160779029-160779030	intron	0.1174	MONO_COUNT	4871	region32	region32
chr2:65656969-65656970	intron	0.1307	chr2:65661843-65661844	promoter	0.3613	MONO_COUNT	4872	region20	region20
chr11:119099523-119099524	intron	0.1703	chr11:119094647-119094648	intron	0.107	PLT_COUNT	4874	region147	region147
chr9:139925983-139925984	coding	0.4253	chr9:139921080-139921081	promoter	0.3672	LYMPH_COUNT	4901	region133	region133
chr6:164477026-164477027	intergenic	0.1793	chr6:164472121-164472122	intergenic	0.1221	MCH	4903	region87	region87
chr2:112167931-112167932	intron	0.9995	chr2:112163022-112163023	intron	0.1637	RBC_COUNT	4907	region11	region11
