Description	File	wget command	Dropbox address
Treatment/medication code: seretide 50 evohaler	20003_1141176832.assoc.tsv.gz	wget https://www.dropbox.com/s/vkqcy72xu9nh8wt/20003_1141176832.assoc.tsv.gz?dl=0 -O 20003_1141176832.assoc.tsv.gz	https://www.dropbox.com/s/vkqcy72xu9nh8wt/20003_1141176832.assoc.tsv.gz?dl=0
Non-accidental death in close genetic family	4501.assoc.tsv.gz	wget https://www.dropbox.com/s/b4l8ie5tzfva7r7/4501.assoc.tsv.gz?dl=0 -O 4501.assoc.tsv.gz	https://www.dropbox.com/s/b4l8ie5tzfva7r7/4501.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: myasthenia gravis	20002_1437.assoc.tsv.gz	wget https://www.dropbox.com/s/pjxm4jqf9khhnxq/20002_1437.assoc.tsv.gz?dl=0 -O 20002_1437.assoc.tsv.gz	https://www.dropbox.com/s/pjxm4jqf9khhnxq/20002_1437.assoc.tsv.gz?dl=0
Treatment/medication code: esomeprazole	20003_1141177526.assoc.tsv.gz	wget https://www.dropbox.com/s/x677lufgmctzdud/20003_1141177526.assoc.tsv.gz?dl=0 -O 20003_1141177526.assoc.tsv.gz	https://www.dropbox.com/s/x677lufgmctzdud/20003_1141177526.assoc.tsv.gz?dl=0
Treatment/medication code: didronel 200mg tablet	20003_1140868772.assoc.tsv.gz	wget https://www.dropbox.com/s/bhoj7hprqoc5wiz/20003_1140868772.assoc.tsv.gz?dl=0 -O 20003_1140868772.assoc.tsv.gz	https://www.dropbox.com/s/bhoj7hprqoc5wiz/20003_1140868772.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: polycythaemia vera	20002_1438.assoc.tsv.gz	wget https://www.dropbox.com/s/j312gozgzas0c8e/20002_1438.assoc.tsv.gz?dl=0 -O 20002_1438.assoc.tsv.gz	https://www.dropbox.com/s/j312gozgzas0c8e/20002_1438.assoc.tsv.gz?dl=0
Happiness	4526.assoc.tsv.gz	wget https://www.dropbox.com/s/017ojdrdljke10k/4526.assoc.tsv.gz?dl=0 -O 4526.assoc.tsv.gz	https://www.dropbox.com/s/017ojdrdljke10k/4526.assoc.tsv.gz?dl=0
Treatment/medication code: nexium 20mg tablet	20003_1141177532.assoc.tsv.gz	wget https://www.dropbox.com/s/kuj2kvk2ec1dwy5/20003_1141177532.assoc.tsv.gz?dl=0 -O 20003_1141177532.assoc.tsv.gz	https://www.dropbox.com/s/kuj2kvk2ec1dwy5/20003_1141177532.assoc.tsv.gz?dl=0
Treatment/medication code: desmopressin	20003_1140868816.assoc.tsv.gz	wget https://www.dropbox.com/s/ivx2g501gjog3c2/20003_1140868816.assoc.tsv.gz?dl=0 -O 20003_1140868816.assoc.tsv.gz	https://www.dropbox.com/s/ivx2g501gjog3c2/20003_1140868816.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: hiv/aids	20002_1439.assoc.tsv.gz	wget https://www.dropbox.com/s/kmcz68212hzfpu6/20002_1439.assoc.tsv.gz?dl=0 -O 20002_1439.assoc.tsv.gz	https://www.dropbox.com/s/kmcz68212hzfpu6/20002_1439.assoc.tsv.gz?dl=0
Work/job satisfaction	4537.assoc.tsv.gz	wget https://www.dropbox.com/s/oxhnd4z8p875x8b/4537.assoc.tsv.gz?dl=0 -O 4537.assoc.tsv.gz	https://www.dropbox.com/s/oxhnd4z8p875x8b/4537.assoc.tsv.gz?dl=0
Treatment/medication code: rosiglitazone	20003_1141177600.assoc.tsv.gz	wget https://www.dropbox.com/s/vxqlgp85fldcar8/20003_1141177600.assoc.tsv.gz?dl=0 -O 20003_1141177600.assoc.tsv.gz	https://www.dropbox.com/s/vxqlgp85fldcar8/20003_1141177600.assoc.tsv.gz?dl=0
Treatment/medication code: ortho-gynest 500micrograms pessary	20003_1140869034.assoc.tsv.gz	wget https://www.dropbox.com/s/qrinn03x487er0y/20003_1140869034.assoc.tsv.gz?dl=0 -O 20003_1140869034.assoc.tsv.gz	https://www.dropbox.com/s/qrinn03x487er0y/20003_1140869034.assoc.tsv.gz?dl=0
Health satisfaction	4548.assoc.tsv.gz	wget https://www.dropbox.com/s/849hqyv6mrhcxf0/4548.assoc.tsv.gz?dl=0 -O 4548.assoc.tsv.gz	https://www.dropbox.com/s/849hqyv6mrhcxf0/4548.assoc.tsv.gz?dl=0
Treatment/medication code: eltroxin 25micrograms tablet	20003_1141178036.assoc.tsv.gz	wget https://www.dropbox.com/s/yw5i87b7t7xq4tt/20003_1141178036.assoc.tsv.gz?dl=0 -O 20003_1141178036.assoc.tsv.gz	https://www.dropbox.com/s/yw5i87b7t7xq4tt/20003_1141178036.assoc.tsv.gz?dl=0
Treatment/medication code: ovestin 0.1% vaginal cream	20003_1140869036.assoc.tsv.gz	wget https://www.dropbox.com/s/ktb90k4yc1bbo2c/20003_1140869036.assoc.tsv.gz?dl=0 -O 20003_1140869036.assoc.tsv.gz	https://www.dropbox.com/s/ktb90k4yc1bbo2c/20003_1140869036.assoc.tsv.gz?dl=0
Family relationship satisfaction	4559.assoc.tsv.gz	wget https://www.dropbox.com/s/4g218ctoudw7g3a/4559.assoc.tsv.gz?dl=0 -O 4559.assoc.tsv.gz	https://www.dropbox.com/s/4g218ctoudw7g3a/4559.assoc.tsv.gz?dl=0
Treatment/medication code: zapain caplet	20003_1141178052.assoc.tsv.gz	wget https://www.dropbox.com/s/gf2taw4wbobxvlt/20003_1141178052.assoc.tsv.gz?dl=0 -O 20003_1141178052.assoc.tsv.gz	https://www.dropbox.com/s/gf2taw4wbobxvlt/20003_1141178052.assoc.tsv.gz?dl=0
Treatment/medication code: marvelon tablet	20003_1140869162.assoc.tsv.gz	wget https://www.dropbox.com/s/4y73ncqki2q498w/20003_1140869162.assoc.tsv.gz?dl=0 -O 20003_1140869162.assoc.tsv.gz	https://www.dropbox.com/s/4y73ncqki2q498w/20003_1140869162.assoc.tsv.gz?dl=0
Friendships satisfaction	4570.assoc.tsv.gz	wget https://www.dropbox.com/s/k1suhzdl4xxv1e4/4570.assoc.tsv.gz?dl=0 -O 4570.assoc.tsv.gz	https://www.dropbox.com/s/k1suhzdl4xxv1e4/4570.assoc.tsv.gz?dl=0
Treatment/medication code: tenofovir	20003_1141179764.assoc.tsv.gz	wget https://www.dropbox.com/s/umbns4eaq21iyy2/20003_1141179764.assoc.tsv.gz?dl=0 -O 20003_1141179764.assoc.tsv.gz	https://www.dropbox.com/s/umbns4eaq21iyy2/20003_1141179764.assoc.tsv.gz?dl=0
Treatment/medication code: mercilon tablet	20003_1140869164.assoc.tsv.gz	wget https://www.dropbox.com/s/kdtd4ys63djelob/20003_1140869164.assoc.tsv.gz?dl=0 -O 20003_1140869164.assoc.tsv.gz	https://www.dropbox.com/s/kdtd4ys63djelob/20003_1140869164.assoc.tsv.gz?dl=0
Financial situation satisfaction	4581.assoc.tsv.gz	wget https://www.dropbox.com/s/sqjjb3pteag5f1j/4581.assoc.tsv.gz?dl=0 -O 4581.assoc.tsv.gz	https://www.dropbox.com/s/sqjjb3pteag5f1j/4581.assoc.tsv.gz?dl=0
Treatment/medication code: yasmin tablet	20003_1141179824.assoc.tsv.gz	wget https://www.dropbox.com/s/ueugvklon6su7c4/20003_1141179824.assoc.tsv.gz?dl=0 -O 20003_1141179824.assoc.tsv.gz	https://www.dropbox.com/s/ueugvklon6su7c4/20003_1141179824.assoc.tsv.gz?dl=0
Treatment/medication code: logynon tablet	20003_1140869176.assoc.tsv.gz	wget https://www.dropbox.com/s/l0itlhbku9obat8/20003_1140869176.assoc.tsv.gz?dl=0 -O 20003_1140869176.assoc.tsv.gz	https://www.dropbox.com/s/l0itlhbku9obat8/20003_1140869176.assoc.tsv.gz?dl=0
Ever depressed for a whole week	4598.assoc.tsv.gz	wget https://www.dropbox.com/s/ah4t5bwlg973pe5/4598.assoc.tsv.gz?dl=0 -O 4598.assoc.tsv.gz	https://www.dropbox.com/s/ah4t5bwlg973pe5/4598.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: tuberculosis (tb)	20002_1440.assoc.tsv.gz	wget https://www.dropbox.com/s/o3azzrdr20fs3fl/20002_1440.assoc.tsv.gz?dl=0 -O 20002_1440.assoc.tsv.gz	https://www.dropbox.com/s/o3azzrdr20fs3fl/20002_1440.assoc.tsv.gz?dl=0
Treatment/medication code: piriteze 10mg tablet	20003_1141179830.assoc.tsv.gz	wget https://www.dropbox.com/s/j47qy24ylvrthbs/20003_1141179830.assoc.tsv.gz?dl=0 -O 20003_1141179830.assoc.tsv.gz	https://www.dropbox.com/s/j47qy24ylvrthbs/20003_1141179830.assoc.tsv.gz?dl=0
Treatment/medication code: microgynon 30 tablet	20003_1140869180.assoc.tsv.gz	wget https://www.dropbox.com/s/mit6fsvutd6a4v2/20003_1140869180.assoc.tsv.gz?dl=0 -O 20003_1140869180.assoc.tsv.gz	https://www.dropbox.com/s/mit6fsvutd6a4v2/20003_1140869180.assoc.tsv.gz?dl=0
Longest period of depression	4609.assoc.tsv.gz	wget https://www.dropbox.com/s/35x7fg9fuwq2hxs/4609.assoc.tsv.gz?dl=0 -O 4609.assoc.tsv.gz	https://www.dropbox.com/s/35x7fg9fuwq2hxs/4609.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: malaria	20002_1441.assoc.tsv.gz	wget https://www.dropbox.com/s/xhl9i0wt0qf1l3d/20002_1441.assoc.tsv.gz?dl=0 -O 20002_1441.assoc.tsv.gz	https://www.dropbox.com/s/xhl9i0wt0qf1l3d/20002_1441.assoc.tsv.gz?dl=0
Treatment/medication code: protopic 0.03% ointment	20003_1141179846.assoc.tsv.gz	wget https://www.dropbox.com/s/g60y96imipa564v/20003_1141179846.assoc.tsv.gz?dl=0 -O 20003_1141179846.assoc.tsv.gz	https://www.dropbox.com/s/g60y96imipa564v/20003_1141179846.assoc.tsv.gz?dl=0
Treatment/medication code: micronor tablet	20003_1140869276.assoc.tsv.gz	wget https://www.dropbox.com/s/bhbxv8a2vv8cqae/20003_1140869276.assoc.tsv.gz?dl=0 -O 20003_1140869276.assoc.tsv.gz	https://www.dropbox.com/s/bhbxv8a2vv8cqae/20003_1140869276.assoc.tsv.gz?dl=0
Number of depression episodes	4620.assoc.tsv.gz	wget https://www.dropbox.com/s/kv2frytjscm0bii/4620.assoc.tsv.gz?dl=0 -O 4620.assoc.tsv.gz	https://www.dropbox.com/s/kv2frytjscm0bii/4620.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: helicobacter pylori	20002_1442.assoc.tsv.gz	wget https://www.dropbox.com/s/9ysurf20f4xnkux/20002_1442.assoc.tsv.gz?dl=0 -O 20002_1442.assoc.tsv.gz	https://www.dropbox.com/s/9ysurf20f4xnkux/20002_1442.assoc.tsv.gz?dl=0
Treatment/medication code: bimatoprost	20003_1141179914.assoc.tsv.gz	wget https://www.dropbox.com/s/h3w2yedx00hpdvj/20003_1141179914.assoc.tsv.gz?dl=0 -O 20003_1141179914.assoc.tsv.gz	https://www.dropbox.com/s/h3w2yedx00hpdvj/20003_1141179914.assoc.tsv.gz?dl=0
Treatment/medication code: noriday tablet	20003_1140869278.assoc.tsv.gz	wget https://www.dropbox.com/s/uijcfma2fbzj2hz/20003_1140869278.assoc.tsv.gz?dl=0 -O 20003_1140869278.assoc.tsv.gz	https://www.dropbox.com/s/uijcfma2fbzj2hz/20003_1140869278.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: clotting disorder/excessive bleeding	20002_1445.assoc.tsv.gz	wget https://www.dropbox.com/s/1boryq2jzhmn51a/20002_1445.assoc.tsv.gz?dl=0 -O 20002_1445.assoc.tsv.gz	https://www.dropbox.com/s/1boryq2jzhmn51a/20002_1445.assoc.tsv.gz?dl=0
Ever unenthusiastic/disinterested for a whole week	4631.assoc.tsv.gz	wget https://www.dropbox.com/s/nb7reep95t2z1uk/4631.assoc.tsv.gz?dl=0 -O 4631.assoc.tsv.gz	https://www.dropbox.com/s/nb7reep95t2z1uk/4631.assoc.tsv.gz?dl=0
Treatment/medication code: lumigan 0.3mg/ml eye drops	20003_1141179920.assoc.tsv.gz	wget https://www.dropbox.com/s/zpnc5601tdfjf3s/20003_1141179920.assoc.tsv.gz?dl=0 -O 20003_1141179920.assoc.tsv.gz	https://www.dropbox.com/s/zpnc5601tdfjf3s/20003_1141179920.assoc.tsv.gz?dl=0
Treatment/medication code: loestrin 20 tablet	20003_1140869324.assoc.tsv.gz	wget https://www.dropbox.com/s/2two3a1g7k0vu2f/20003_1140869324.assoc.tsv.gz?dl=0 -O 20003_1140869324.assoc.tsv.gz	https://www.dropbox.com/s/2two3a1g7k0vu2f/20003_1140869324.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: anaemia	20002_1446.assoc.tsv.gz	wget https://www.dropbox.com/s/n2q6akzl27ep4oe/20002_1446.assoc.tsv.gz?dl=0 -O 20002_1446.assoc.tsv.gz	https://www.dropbox.com/s/n2q6akzl27ep4oe/20002_1446.assoc.tsv.gz?dl=0
Ever manic/hyper for 2 days	4642.assoc.tsv.gz	wget https://www.dropbox.com/s/kplrewxyshu5elm/4642.assoc.tsv.gz?dl=0 -O 4642.assoc.tsv.gz	https://www.dropbox.com/s/kplrewxyshu5elm/4642.assoc.tsv.gz?dl=0
Treatment/medication code: cozaar 25mg tablet	20003_1141179974.assoc.tsv.gz	wget https://www.dropbox.com/s/mqjrx8xnt74eth1/20003_1141179974.assoc.tsv.gz?dl=0 -O 20003_1141179974.assoc.tsv.gz	https://www.dropbox.com/s/mqjrx8xnt74eth1/20003_1141179974.assoc.tsv.gz?dl=0
Treatment/medication code: cilest tablet	20003_1140869346.assoc.tsv.gz	wget https://www.dropbox.com/s/ex1vkkqe6gv84sc/20003_1140869346.assoc.tsv.gz?dl=0 -O 20003_1140869346.assoc.tsv.gz	https://www.dropbox.com/s/ex1vkkqe6gv84sc/20003_1140869346.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: hereditary/genetic haematological disorder	20002_1451.assoc.tsv.gz	wget https://www.dropbox.com/s/m68gu3npp2qeklb/20002_1451.assoc.tsv.gz?dl=0 -O 20002_1451.assoc.tsv.gz	https://www.dropbox.com/s/m68gu3npp2qeklb/20002_1451.assoc.tsv.gz?dl=0
Ever highly irritable/argumentative for 2 days	4653.assoc.tsv.gz	wget https://www.dropbox.com/s/ckwz7c2j0j4gh0q/4653.assoc.tsv.gz?dl=0 -O 4653.assoc.tsv.gz	https://www.dropbox.com/s/ckwz7c2j0j4gh0q/4653.assoc.tsv.gz?dl=0
Treatment/medication code: dovobet ointment	20003_1141179992.assoc.tsv.gz	wget https://www.dropbox.com/s/9b60rn5m0zhuhwy/20003_1141179992.assoc.tsv.gz?dl=0 -O 20003_1141179992.assoc.tsv.gz	https://www.dropbox.com/s/9b60rn5m0zhuhwy/20003_1141179992.assoc.tsv.gz?dl=0
Treatment/medication code: femulen tablet	20003_1140869362.assoc.tsv.gz	wget https://www.dropbox.com/s/jy2uxmf2ji2h2ux/20003_1140869362.assoc.tsv.gz?dl=0 -O 20003_1140869362.assoc.tsv.gz	https://www.dropbox.com/s/jy2uxmf2ji2h2ux/20003_1140869362.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: eczema/dermatitis	20002_1452.assoc.tsv.gz	wget https://www.dropbox.com/s/cc82wjw0gcztish/20002_1452.assoc.tsv.gz?dl=0 -O 20002_1452.assoc.tsv.gz	https://www.dropbox.com/s/cc82wjw0gcztish/20002_1452.assoc.tsv.gz?dl=0
Hand grip strength (left)	46.assoc.tsv.gz	wget https://www.dropbox.com/s/9j0q1j4e4lo0r4x/46.assoc.tsv.gz?dl=0 -O 46.assoc.tsv.gz	https://www.dropbox.com/s/9j0q1j4e4lo0r4x/46.assoc.tsv.gz?dl=0
Treatment/medication code: norgeston tablet	20003_1140869370.assoc.tsv.gz	wget https://www.dropbox.com/s/4v1ks47xihkdsfd/20003_1140869370.assoc.tsv.gz?dl=0 -O 20003_1140869370.assoc.tsv.gz	https://www.dropbox.com/s/4v1ks47xihkdsfd/20003_1140869370.assoc.tsv.gz?dl=0
Shortness of breath walking on level ground	4717.assoc.tsv.gz	wget https://www.dropbox.com/s/bqabzupoknqjnwm/4717.assoc.tsv.gz?dl=0 -O 4717.assoc.tsv.gz	https://www.dropbox.com/s/bqabzupoknqjnwm/4717.assoc.tsv.gz?dl=0
Treatment/medication code: methotrexate	20003_1140869848.assoc.tsv.gz	wget https://www.dropbox.com/s/jqazqfqzd4xc001/20003_1140869848.assoc.tsv.gz?dl=0 -O 20003_1140869848.assoc.tsv.gz	https://www.dropbox.com/s/jqazqfqzd4xc001/20003_1140869848.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: blistering/desquamating skin disorder	20002_1454.assoc.tsv.gz	wget https://www.dropbox.com/s/9xe97qth4m0vgp5/20002_1454.assoc.tsv.gz?dl=0 -O 20002_1454.assoc.tsv.gz	https://www.dropbox.com/s/9xe97qth4m0vgp5/20002_1454.assoc.tsv.gz?dl=0
Leg pain on walking	4728.assoc.tsv.gz	wget https://www.dropbox.com/s/gfcjbrd0wpip91r/4728.assoc.tsv.gz?dl=0 -O 4728.assoc.tsv.gz	https://www.dropbox.com/s/gfcjbrd0wpip91r/4728.assoc.tsv.gz?dl=0
Treatment/medication code: azathioprine	20003_1140869930.assoc.tsv.gz	wget https://www.dropbox.com/s/t0xsp0d4r9pk8w3/20003_1140869930.assoc.tsv.gz?dl=0 -O 20003_1140869930.assoc.tsv.gz	https://www.dropbox.com/s/t0xsp0d4r9pk8w3/20003_1140869930.assoc.tsv.gz?dl=0
Cochlear implant	4792.assoc.tsv.gz	wget https://www.dropbox.com/s/tsmejw426alzd5b/4792.assoc.tsv.gz?dl=0 -O 4792.assoc.tsv.gz	https://www.dropbox.com/s/tsmejw426alzd5b/4792.assoc.tsv.gz?dl=0
Treatment/medication code: tamoxifen	20003_1140870164.assoc.tsv.gz	wget https://www.dropbox.com/s/7omw0m7fi8vyec1/20003_1140870164.assoc.tsv.gz?dl=0 -O 20003_1140870164.assoc.tsv.gz	https://www.dropbox.com/s/7omw0m7fi8vyec1/20003_1140870164.assoc.tsv.gz?dl=0
Hand grip strength (right)	47.assoc.tsv.gz	wget https://www.dropbox.com/s/0pgcyvu7ie0p9ji/47.assoc.tsv.gz?dl=0 -O 47.assoc.tsv.gz	https://www.dropbox.com/s/0pgcyvu7ie0p9ji/47.assoc.tsv.gz?dl=0
Treatment/medication code: zoladex 3.6mg implant	20003_1140870196.assoc.tsv.gz	wget https://www.dropbox.com/s/sdsx0rgb3sx0zd4/20003_1140870196.assoc.tsv.gz?dl=0 -O 20003_1140870196.assoc.tsv.gz	https://www.dropbox.com/s/sdsx0rgb3sx0zd4/20003_1140870196.assoc.tsv.gz?dl=0
Treatment/medication code: iron+folic acid	20003_1140870306.assoc.tsv.gz	wget https://www.dropbox.com/s/l5kcbbrwroduops/20003_1140870306.assoc.tsv.gz?dl=0 -O 20003_1140870306.assoc.tsv.gz	https://www.dropbox.com/s/l5kcbbrwroduops/20003_1140870306.assoc.tsv.gz?dl=0
Treatment/medication code: fybogel orange s/f granules	20003_1141180036.assoc.tsv.gz	wget https://www.dropbox.com/s/yzcwkr8pns0fsz8/20003_1141180036.assoc.tsv.gz?dl=0 -O 20003_1141180036.assoc.tsv.gz	https://www.dropbox.com/s/yzcwkr8pns0fsz8/20003_1141180036.assoc.tsv.gz?dl=0
Tinnitus: Yes, now most or all of the time	4803_11.assoc.tsv.gz	wget https://www.dropbox.com/s/muo5fy17c87cy1f/4803_11.assoc.tsv.gz?dl=0 -O 4803_11.assoc.tsv.gz	https://www.dropbox.com/s/muo5fy17c87cy1f/4803_11.assoc.tsv.gz?dl=0
Treatment/medication code: etoricoxib	20003_1141180140.assoc.tsv.gz	wget https://www.dropbox.com/s/zkslvanspia4zwd/20003_1141180140.assoc.tsv.gz?dl=0 -O 20003_1141180140.assoc.tsv.gz	https://www.dropbox.com/s/zkslvanspia4zwd/20003_1141180140.assoc.tsv.gz?dl=0
Treatment/medication code: folic acid product	20003_1140870422.assoc.tsv.gz	wget https://www.dropbox.com/s/oif3teptepquxgk/20003_1140870422.assoc.tsv.gz?dl=0 -O 20003_1140870422.assoc.tsv.gz	https://www.dropbox.com/s/oif3teptepquxgk/20003_1140870422.assoc.tsv.gz?dl=0
Treatment/medication code: forceval capsule	20003_1140870488.assoc.tsv.gz	wget https://www.dropbox.com/s/e8xg0l8kgnwkec6/20003_1140870488.assoc.tsv.gz?dl=0 -O 20003_1140870488.assoc.tsv.gz	https://www.dropbox.com/s/e8xg0l8kgnwkec6/20003_1140870488.assoc.tsv.gz?dl=0
Treatment/medication code: arcoxia 60mg tablet	20003_1141180148.assoc.tsv.gz	wget https://www.dropbox.com/s/lbje572i032da3t/20003_1141180148.assoc.tsv.gz?dl=0 -O 20003_1141180148.assoc.tsv.gz	https://www.dropbox.com/s/lbje572i032da3t/20003_1141180148.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: chronic skin ulcers	20002_1455.assoc.tsv.gz	wget https://www.dropbox.com/s/og7ek6f977dzbhw/20002_1455.assoc.tsv.gz?dl=0 -O 20002_1455.assoc.tsv.gz	https://www.dropbox.com/s/og7ek6f977dzbhw/20002_1455.assoc.tsv.gz?dl=0
Treatment/medication code: arcoxia 90mg tablet	20003_1141180150.assoc.tsv.gz	wget https://www.dropbox.com/s/fnkh0xetfnohcns/20003_1141180150.assoc.tsv.gz?dl=0 -O 20003_1141180150.assoc.tsv.gz	https://www.dropbox.com/s/fnkh0xetfnohcns/20003_1141180150.assoc.tsv.gz?dl=0
Treatment/medication code: hydroxocobalamin product	20003_1140870504.assoc.tsv.gz	wget https://www.dropbox.com/s/b5h7gx0hqsldw9o/20003_1140870504.assoc.tsv.gz?dl=0 -O 20003_1140870504.assoc.tsv.gz	https://www.dropbox.com/s/b5h7gx0hqsldw9o/20003_1140870504.assoc.tsv.gz?dl=0
Tinnitus: Yes, now a lot of the time	4803_12.assoc.tsv.gz	wget https://www.dropbox.com/s/nbnxza1xvwny60n/4803_12.assoc.tsv.gz?dl=0 -O 4803_12.assoc.tsv.gz	https://www.dropbox.com/s/nbnxza1xvwny60n/4803_12.assoc.tsv.gz?dl=0
Treatment/medication code: escitalopram	20003_1141180212.assoc.tsv.gz	wget https://www.dropbox.com/s/cmw0b69c0af4ffa/20003_1141180212.assoc.tsv.gz?dl=0 -O 20003_1141180212.assoc.tsv.gz	https://www.dropbox.com/s/cmw0b69c0af4ffa/20003_1141180212.assoc.tsv.gz?dl=0
Treatment/medication code: cyanocobalamin product	20003_1140870512.assoc.tsv.gz	wget https://www.dropbox.com/s/j43d02qhxtkeuqx/20003_1140870512.assoc.tsv.gz?dl=0 -O 20003_1140870512.assoc.tsv.gz	https://www.dropbox.com/s/j43d02qhxtkeuqx/20003_1140870512.assoc.tsv.gz?dl=0
Tinnitus: Yes, now some of the time	4803_13.assoc.tsv.gz	wget https://www.dropbox.com/s/mk2bwr33s9szoq4/4803_13.assoc.tsv.gz?dl=0 -O 4803_13.assoc.tsv.gz	https://www.dropbox.com/s/mk2bwr33s9szoq4/4803_13.assoc.tsv.gz?dl=0
Treatment/medication code: vitamin b12 preparation	20003_1140870570.assoc.tsv.gz	wget https://www.dropbox.com/s/9vw6tckvfz8h1pj/20003_1140870570.assoc.tsv.gz?dl=0 -O 20003_1140870570.assoc.tsv.gz	https://www.dropbox.com/s/9vw6tckvfz8h1pj/20003_1140870570.assoc.tsv.gz?dl=0
Treatment/medication code: amoxicillin	20003_1141180226.assoc.tsv.gz	wget https://www.dropbox.com/s/th5cqmlqdl2tox0/20003_1141180226.assoc.tsv.gz?dl=0 -O 20003_1141180226.assoc.tsv.gz	https://www.dropbox.com/s/th5cqmlqdl2tox0/20003_1141180226.assoc.tsv.gz?dl=0
Tinnitus: Yes, but not now, but have in the past	4803_14.assoc.tsv.gz	wget https://www.dropbox.com/s/78y7srtjcyee52t/4803_14.assoc.tsv.gz?dl=0 -O 4803_14.assoc.tsv.gz	https://www.dropbox.com/s/78y7srtjcyee52t/4803_14.assoc.tsv.gz?dl=0
Treatment/medication code: calcium salts	20003_1140870788.assoc.tsv.gz	wget https://www.dropbox.com/s/5mp4spxg90fhpon/20003_1140870788.assoc.tsv.gz?dl=0 -O 20003_1140870788.assoc.tsv.gz	https://www.dropbox.com/s/5mp4spxg90fhpon/20003_1140870788.assoc.tsv.gz?dl=0
Treatment/medication code: calcichew 1.25g chewable tablet	20003_1140870856.assoc.tsv.gz	wget https://www.dropbox.com/s/cgvsf7ss1yc7mse/20003_1140870856.assoc.tsv.gz?dl=0 -O 20003_1140870856.assoc.tsv.gz	https://www.dropbox.com/s/cgvsf7ss1yc7mse/20003_1140870856.assoc.tsv.gz?dl=0
Treatment/medication code: beclometasone dipropionate+salbutamol	20003_1141180342.assoc.tsv.gz	wget https://www.dropbox.com/s/zfqyrw4vwxlmdny/20003_1141180342.assoc.tsv.gz?dl=0 -O 20003_1141180342.assoc.tsv.gz	https://www.dropbox.com/s/zfqyrw4vwxlmdny/20003_1141180342.assoc.tsv.gz?dl=0
Tinnitus severity/nuisance	4814.assoc.tsv.gz	wget https://www.dropbox.com/s/nw6uaby5sga4f9v/4814.assoc.tsv.gz?dl=0 -O 4814.assoc.tsv.gz	https://www.dropbox.com/s/nw6uaby5sga4f9v/4814.assoc.tsv.gz?dl=0
Treatment/medication code: cefalexin	20003_1141180392.assoc.tsv.gz	wget https://www.dropbox.com/s/txdomrprc724msc/20003_1141180392.assoc.tsv.gz?dl=0 -O 20003_1141180392.assoc.tsv.gz	https://www.dropbox.com/s/txdomrprc724msc/20003_1141180392.assoc.tsv.gz?dl=0
Treatment/medication code: calcichew forte 2.5g chewable tablet	20003_1140870862.assoc.tsv.gz	wget https://www.dropbox.com/s/nwp7qducd85rlwh/20003_1140870862.assoc.tsv.gz?dl=0 -O 20003_1140870862.assoc.tsv.gz	https://www.dropbox.com/s/nwp7qducd85rlwh/20003_1140870862.assoc.tsv.gz?dl=0
Noisy workplace	4825.assoc.tsv.gz	wget https://www.dropbox.com/s/1fid9qp8i6ornzi/4825.assoc.tsv.gz?dl=0 -O 4825.assoc.tsv.gz	https://www.dropbox.com/s/1fid9qp8i6ornzi/4825.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: malabsorption/coeliac disease	20002_1456.assoc.tsv.gz	wget https://www.dropbox.com/s/95x8gymt14g9y4w/20002_1456.assoc.tsv.gz?dl=0 -O 20002_1456.assoc.tsv.gz	https://www.dropbox.com/s/95x8gymt14g9y4w/20002_1456.assoc.tsv.gz?dl=0
Treatment/medication code: perindopril+indapamide	20003_1141180592.assoc.tsv.gz	wget https://www.dropbox.com/s/oa4ywgkzjllb4sc/20003_1141180592.assoc.tsv.gz?dl=0 -O 20003_1141180592.assoc.tsv.gz	https://www.dropbox.com/s/oa4ywgkzjllb4sc/20003_1141180592.assoc.tsv.gz?dl=0
Loud music exposure frequency	4836.assoc.tsv.gz	wget https://www.dropbox.com/s/vgshuq19x6osvs1/4836.assoc.tsv.gz?dl=0 -O 4836.assoc.tsv.gz	https://www.dropbox.com/s/vgshuq19x6osvs1/4836.assoc.tsv.gz?dl=0
Non-cancer illness code, self-reported: duodenal ulcer	20002_1457.assoc.tsv.gz	wget https://www.dropbox.com/s/4quv9ep1fllkcc7/20002_1457.assoc.tsv.gz?dl=0 -O 20002_1457.assoc.tsv.gz	https://www.dropbox.com/s/4quv9ep1fllkcc7/20002_1457.assoc.tsv.gz?dl=0
Waist circumference	48.assoc.tsv.gz	wget https://www.dropbox.com/s/un2xvfmjsdhtrfb/48.assoc.tsv.gz?dl=0 -O 48.assoc.tsv.gz	https://www.dropbox.com/s/un2xvfmjsdhtrfb/48.assoc.tsv.gz?dl=0
